firm_id,zone_id,sector_id,size_band,market_segment_id,ability_to_pay_score,digital_maturity_score,channel_reachability_score,expansion_potential_score
firm-v2-000987,south_west_suburban,light_manufacturing,micro,b2b_workshop_manufacturing,29.52,29.36,35.08,29.37
firm-v2-000988,outer_commuter_belt,tourism_hospitality,small,b2b_consumer_service_smes,47.28,50.64,59.26,57.5
firm-v2-000989,east_growth_corridor,light_manufacturing,micro,b2b_workshop_manufacturing,31.27,30.56,35.52,30.19
firm-v2-000990,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-000991,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-000992,core_colombo,professional_services,small,b2b_knowledge_and_admin_smes,81.87,82.24,74.41,70.63
firm-v2-000993,east_growth_corridor,retail_trade,micro,b2b_frontline_micro_operators,33.27,30.56,42.02,41.55
firm-v2-000994,south_west_suburban,healthcare_services,small,b2b_service_admin_clusters,68.51,54.24,64.97,64.41
firm-v2-000995,east_growth_corridor,food_service,micro,b2b_frontline_micro_operators,29.27,30.56,42.02,40.43
firm-v2-000996,outer_commuter_belt,retail_trade,micro,b2b_frontline_micro_operators,26.29,25.76,40.27,38.25
firm-v2-000997,east_growth_corridor,logistics_services,small,b2b_field_and_flow_operators,60.25,55.44,54.4,56.63
firm-v2-000998,outer_commuter_belt,light_manufacturing,micro,b2b_workshop_manufacturing,24.29,25.76,33.77,26.89
firm-v2-000999,core_colombo,professional_services,small,b2b_knowledge_and_admin_smes,81.87,82.24,74.41,70.63
firm-v2-001000,outer_commuter_belt,logistics_services,small,b2b_field_and_flow_operators,53.28,50.64,52.66,53.34
firm-v2-001001,core_colombo,retail_trade,small,b2b_consumer_service_smes,63.23,60.24,60.55,64.57
firm-v2-001002,south_west_suburban,food_service,micro,b2b_frontline_micro_operators,27.52,29.36,41.58,39.61
firm-v2-001003,admin_professional_belt,retail_trade,micro,b2b_frontline_micro_operators,41.99,36.56,44.2,45.67
firm-v2-001004,admin_professional_belt,construction_contractors,small,b2b_field_and_flow_operators,60.97,61.44,52.64,58.39
firm-v2-001005,outer_commuter_belt,professional_services,small,b2b_knowledge_and_admin_smes,67.92,72.64,70.92,64.04
firm-v2-001006,admin_professional_belt,personal_services,micro,b2b_frontline_micro_operators,33.99,36.56,54.1,43.79
firm-v2-001007,core_colombo,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,90.19,84.88,79.99,79.18
firm-v2-001008,outer_commuter_belt,light_manufacturing,micro,b2b_workshop_manufacturing,24.29,25.76,33.77,26.89
firm-v2-001009,south_west_suburban,education_services,small,b2b_service_admin_clusters,62.51,54.24,63.87,62.69
firm-v2-001010,east_growth_corridor,healthcare_services,small,b2b_service_admin_clusters,70.25,55.44,65.4,65.23
firm-v2-001011,east_growth_corridor,personal_services,micro,b2b_frontline_micro_operators,25.27,30.56,51.92,39.67
firm-v2-001012,east_growth_corridor,logistics_services,small,b2b_field_and_flow_operators,60.25,55.44,54.4,56.63
firm-v2-001013,admin_professional_belt,tourism_hospitality,small,b2b_consumer_service_smes,62.97,61.44,63.18,64.91
firm-v2-001014,admin_professional_belt,real_estate_services,micro,b2b_general_local_smes,48.63,58.56,58.06,54.17
firm-v2-001015,south_west_suburban,real_estate_services,micro,b2b_general_local_smes,38.16,51.36,55.44,49.23
firm-v2-001016,south_west_suburban,food_service,micro,b2b_frontline_micro_operators,27.52,29.36,41.58,39.61
firm-v2-001017,admin_professional_belt,professional_services,small,b2b_knowledge_and_admin_smes,83.61,83.44,74.84,71.45
firm-v2-001018,south_west_suburban,construction_contractors,small,b2b_field_and_flow_operators,50.51,54.24,50.03,53.45
firm-v2-001019,south_west_suburban,light_manufacturing,micro,b2b_workshop_manufacturing,29.52,29.36,35.08,29.37
firm-v2-001020,core_colombo,food_service,micro,b2b_frontline_micro_operators,36.24,35.36,43.76,43.73
firm-v2-001021,admin_professional_belt,professional_services,small,b2b_knowledge_and_admin_smes,83.61,83.44,74.84,71.45
firm-v2-001022,east_growth_corridor,retail_trade,small,b2b_consumer_service_smes,56.25,55.44,58.8,61.27
firm-v2-001023,core_colombo,light_manufacturing,micro,b2b_workshop_manufacturing,38.24,35.36,37.26,33.49
firm-v2-001024,east_growth_corridor,personal_services,micro,b2b_frontline_micro_operators,25.27,30.56,51.92,39.67
firm-v2-001025,admin_professional_belt,logistics_services,small,b2b_field_and_flow_operators,68.97,61.44,56.58,60.75
firm-v2-001026,admin_professional_belt,retail_trade,micro,b2b_frontline_micro_operators,41.99,36.56,44.2,45.67
firm-v2-001027,south_west_suburban,growth_services,medium,b2b_knowledge_and_admin_smes,89.39,94.88,78.29,87.36
firm-v2-001028,core_colombo,growth_services,medium,b2b_knowledge_and_admin_smes,98.0,100.0,80.44,91.2
firm-v2-001029,core_colombo,food_service,micro,b2b_frontline_micro_operators,36.24,35.36,43.76,43.73
firm-v2-001030,admin_professional_belt,food_service,micro,b2b_frontline_micro_operators,37.99,36.56,44.2,44.55
firm-v2-001031,east_growth_corridor,real_estate_services,micro,b2b_general_local_smes,39.91,52.56,55.88,50.05
firm-v2-001032,core_colombo,healthcare_services,small,b2b_service_admin_clusters,77.23,60.24,67.15,68.53
firm-v2-001033,south_west_suburban,healthcare_services,small,b2b_service_admin_clusters,68.51,54.24,64.97,64.41
firm-v2-001034,outer_commuter_belt,personal_services,micro,b2b_frontline_micro_operators,18.29,25.76,50.17,36.37
firm-v2-001035,admin_professional_belt,retail_trade,micro,b2b_frontline_micro_operators,41.99,36.56,44.2,45.67
firm-v2-001036,east_growth_corridor,education_services,small,b2b_service_admin_clusters,64.25,55.44,64.3,63.51
firm-v2-001037,outer_commuter_belt,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,76.23,75.28,76.5,72.58
firm-v2-001038,core_colombo,education_services,small,b2b_service_admin_clusters,71.23,60.24,66.05,66.81
firm-v2-001039,south_west_suburban,food_service,micro,b2b_frontline_micro_operators,27.52,29.36,41.58,39.61
firm-v2-001040,admin_professional_belt,food_service,micro,b2b_frontline_micro_operators,37.99,36.56,44.2,44.55
firm-v2-001041,outer_commuter_belt,professional_services,small,b2b_knowledge_and_admin_smes,67.92,72.64,70.92,64.04
firm-v2-001042,outer_commuter_belt,retail_trade,small,b2b_consumer_service_smes,49.28,50.64,57.06,57.98
firm-v2-001043,east_growth_corridor,healthcare_services,small,b2b_service_admin_clusters,70.25,55.44,65.4,65.23
firm-v2-001044,core_colombo,personal_services,micro,b2b_frontline_micro_operators,32.24,35.36,53.66,42.97
firm-v2-001045,south_west_suburban,wholesale_distribution,small,b2b_field_and_flow_operators,56.51,54.24,53.97,55.25
firm-v2-001046,admin_professional_belt,tourism_hospitality,small,b2b_consumer_service_smes,62.97,61.44,63.18,64.91
firm-v2-001047,core_colombo,professional_services,small,b2b_knowledge_and_admin_smes,81.87,82.24,74.41,70.63
firm-v2-001048,east_growth_corridor,retail_trade,small,b2b_consumer_service_smes,56.25,55.44,58.8,61.27
firm-v2-001049,core_colombo,retail_trade,small,b2b_consumer_service_smes,63.23,60.24,60.55,64.57
firm-v2-001050,admin_professional_belt,personal_services,micro,b2b_frontline_micro_operators,33.99,36.56,54.1,43.79
firm-v2-001051,core_colombo,real_estate_services,micro,b2b_general_local_smes,46.88,57.36,57.62,53.35
firm-v2-001052,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-001053,admin_professional_belt,construction_contractors,small,b2b_field_and_flow_operators,60.97,61.44,52.64,58.39
firm-v2-001054,east_growth_corridor,wholesale_distribution,small,b2b_field_and_flow_operators,58.25,55.44,54.4,56.07
firm-v2-001055,east_growth_corridor,education_services,small,b2b_service_admin_clusters,64.25,55.44,64.3,63.51
firm-v2-001056,core_colombo,food_service,micro,b2b_frontline_micro_operators,36.24,35.36,43.76,43.73
firm-v2-001057,outer_commuter_belt,retail_trade,micro,b2b_frontline_micro_operators,26.29,25.76,40.27,38.25
firm-v2-001058,core_colombo,healthcare_services,small,b2b_service_admin_clusters,77.23,60.24,67.15,68.53
firm-v2-001059,core_colombo,wholesale_distribution,small,b2b_field_and_flow_operators,65.23,60.24,56.15,59.37
firm-v2-001060,outer_commuter_belt,personal_services,micro,b2b_frontline_micro_operators,18.29,25.76,50.17,36.37
firm-v2-001061,core_colombo,retail_trade,micro,b2b_frontline_micro_operators,40.24,35.36,43.76,44.85
firm-v2-001062,outer_commuter_belt,retail_trade,micro,b2b_frontline_micro_operators,26.29,25.76,40.27,38.25
firm-v2-001063,admin_professional_belt,food_service,micro,b2b_frontline_micro_operators,37.99,36.56,44.2,44.55
firm-v2-001064,east_growth_corridor,retail_trade,micro,b2b_frontline_micro_operators,33.27,30.56,42.02,41.55
firm-v2-001065,east_growth_corridor,wholesale_distribution,small,b2b_field_and_flow_operators,58.25,55.44,54.4,56.07
firm-v2-001066,south_west_suburban,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,81.47,78.88,77.81,75.06
firm-v2-001067,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-001068,outer_commuter_belt,food_service,micro,b2b_frontline_micro_operators,22.29,25.76,40.27,37.13
firm-v2-001069,south_west_suburban,tourism_hospitality,small,b2b_consumer_service_smes,52.51,54.24,60.57,59.97
firm-v2-001070,outer_commuter_belt,healthcare_services,small,b2b_service_admin_clusters,63.28,50.64,63.66,61.94
firm-v2-001071,core_colombo,healthcare_services,small,b2b_service_admin_clusters,77.23,60.24,67.15,68.53
firm-v2-001072,south_west_suburban,growth_services,medium,b2b_knowledge_and_admin_smes,89.39,94.88,78.29,87.36
firm-v2-001073,east_growth_corridor,wholesale_distribution,small,b2b_field_and_flow_operators,58.25,55.44,54.4,56.07
firm-v2-001074,east_growth_corridor,wholesale_distribution,small,b2b_field_and_flow_operators,58.25,55.44,54.4,56.07
firm-v2-001075,south_west_suburban,light_manufacturing,micro,b2b_workshop_manufacturing,29.52,29.36,35.08,29.37
firm-v2-001076,core_colombo,healthcare_services,small,b2b_service_admin_clusters,77.23,60.24,67.15,68.53
firm-v2-001077,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-001078,outer_commuter_belt,retail_trade,small,b2b_consumer_service_smes,49.28,50.64,57.06,57.98
firm-v2-001079,east_growth_corridor,education_services,small,b2b_service_admin_clusters,64.25,55.44,64.3,63.51
firm-v2-001080,east_growth_corridor,real_estate_services,micro,b2b_general_local_smes,39.91,52.56,55.88,50.05
firm-v2-001081,outer_commuter_belt,retail_trade,micro,b2b_frontline_micro_operators,26.29,25.76,40.27,38.25
firm-v2-001082,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-001083,east_growth_corridor,construction_contractors,small,b2b_field_and_flow_operators,52.25,55.44,50.46,54.27
firm-v2-001084,south_west_suburban,personal_services,micro,b2b_frontline_micro_operators,23.52,29.36,51.48,38.85
firm-v2-001085,admin_professional_belt,retail_trade,micro,b2b_frontline_micro_operators,41.99,36.56,44.2,45.67
firm-v2-001086,core_colombo,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,90.19,84.88,79.99,79.18
firm-v2-001087,admin_professional_belt,retail_trade,micro,b2b_frontline_micro_operators,41.99,36.56,44.2,45.67
firm-v2-001088,admin_professional_belt,logistics_services,small,b2b_field_and_flow_operators,68.97,61.44,56.58,60.75
firm-v2-001089,east_growth_corridor,professional_services,small,b2b_knowledge_and_admin_smes,74.89,77.44,72.66,67.33
firm-v2-001090,outer_commuter_belt,wholesale_distribution,small,b2b_field_and_flow_operators,51.28,50.64,52.66,52.78
firm-v2-001091,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-001092,east_growth_corridor,food_service,micro,b2b_frontline_micro_operators,29.27,30.56,42.02,40.43
firm-v2-001093,admin_professional_belt,healthcare_services,small,b2b_service_admin_clusters,78.97,61.44,67.58,69.35
firm-v2-001094,east_growth_corridor,logistics_services,small,b2b_field_and_flow_operators,60.25,55.44,54.4,56.63
firm-v2-001095,admin_professional_belt,retail_trade,small,b2b_consumer_service_smes,64.97,61.44,60.98,65.39
firm-v2-001096,outer_commuter_belt,light_manufacturing,micro,b2b_workshop_manufacturing,24.29,25.76,33.77,26.89
firm-v2-001097,south_west_suburban,growth_services,medium,b2b_knowledge_and_admin_smes,89.39,94.88,78.29,87.36
firm-v2-001098,east_growth_corridor,education_services,small,b2b_service_admin_clusters,64.25,55.44,64.3,63.51
firm-v2-001099,east_growth_corridor,logistics_services,small,b2b_field_and_flow_operators,60.25,55.44,54.4,56.63
firm-v2-001100,outer_commuter_belt,growth_services,medium,b2b_knowledge_and_admin_smes,84.15,91.28,76.98,84.88
firm-v2-001101,south_west_suburban,light_manufacturing,micro,b2b_workshop_manufacturing,29.52,29.36,35.08,29.37
firm-v2-001102,admin_professional_belt,food_service,micro,b2b_frontline_micro_operators,37.99,36.56,44.2,44.55
firm-v2-001103,outer_commuter_belt,personal_services,micro,b2b_frontline_micro_operators,18.29,25.76,50.17,36.37
firm-v2-001104,outer_commuter_belt,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,76.23,75.28,76.5,72.58
firm-v2-001105,core_colombo,wholesale_distribution,small,b2b_field_and_flow_operators,65.23,60.24,56.15,59.37
firm-v2-001106,core_colombo,retail_trade,micro,b2b_frontline_micro_operators,40.24,35.36,43.76,44.85
firm-v2-001107,core_colombo,tourism_hospitality,small,b2b_consumer_service_smes,61.23,60.24,62.75,64.09
firm-v2-001108,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-001109,core_colombo,wholesale_distribution,small,b2b_field_and_flow_operators,65.23,60.24,56.15,59.37
firm-v2-001110,outer_commuter_belt,light_manufacturing,micro,b2b_workshop_manufacturing,24.29,25.76,33.77,26.89
firm-v2-001111,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-001112,outer_commuter_belt,logistics_services,small,b2b_field_and_flow_operators,53.28,50.64,52.66,53.34
firm-v2-001113,south_west_suburban,food_service,micro,b2b_frontline_micro_operators,27.52,29.36,41.58,39.61
firm-v2-001114,outer_commuter_belt,retail_trade,small,b2b_consumer_service_smes,49.28,50.64,57.06,57.98
firm-v2-001115,outer_commuter_belt,real_estate_services,micro,b2b_general_local_smes,32.93,47.76,54.13,46.75
firm-v2-001116,outer_commuter_belt,retail_trade,micro,b2b_frontline_micro_operators,26.29,25.76,40.27,38.25
firm-v2-001117,core_colombo,retail_trade,micro,b2b_frontline_micro_operators,40.24,35.36,43.76,44.85
firm-v2-001118,outer_commuter_belt,logistics_services,small,b2b_field_and_flow_operators,53.28,50.64,52.66,53.34
firm-v2-001119,outer_commuter_belt,logistics_services,small,b2b_field_and_flow_operators,53.28,50.64,52.66,53.34
firm-v2-001120,admin_professional_belt,retail_trade,micro,b2b_frontline_micro_operators,41.99,36.56,44.2,45.67
firm-v2-001121,admin_professional_belt,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,91.93,86.08,80.42,80.0
firm-v2-001122,south_west_suburban,professional_services,small,b2b_knowledge_and_admin_smes,73.15,76.24,72.23,66.51
firm-v2-001123,south_west_suburban,healthcare_services,small,b2b_service_admin_clusters,68.51,54.24,64.97,64.41
firm-v2-001124,outer_commuter_belt,logistics_services,small,b2b_field_and_flow_operators,53.28,50.64,52.66,53.34
firm-v2-001125,outer_commuter_belt,retail_trade,micro,b2b_frontline_micro_operators,26.29,25.76,40.27,38.25
firm-v2-001126,outer_commuter_belt,education_services,small,b2b_service_admin_clusters,57.28,50.64,62.56,60.22
firm-v2-001127,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-001128,core_colombo,food_service,micro,b2b_frontline_micro_operators,36.24,35.36,43.76,43.73
firm-v2-001129,south_west_suburban,professional_services,small,b2b_knowledge_and_admin_smes,73.15,76.24,72.23,66.51
firm-v2-001130,outer_commuter_belt,retail_trade,micro,b2b_frontline_micro_operators,26.29,25.76,40.27,38.25
firm-v2-001131,outer_commuter_belt,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,76.23,75.28,76.5,72.58
firm-v2-001132,east_growth_corridor,professional_services,small,b2b_knowledge_and_admin_smes,74.89,77.44,72.66,67.33
firm-v2-001133,outer_commuter_belt,logistics_services,small,b2b_field_and_flow_operators,53.28,50.64,52.66,53.34
firm-v2-001134,east_growth_corridor,tourism_hospitality,small,b2b_consumer_service_smes,54.25,55.44,61.0,60.79
firm-v2-001135,south_west_suburban,growth_services,medium,b2b_knowledge_and_admin_smes,89.39,94.88,78.29,87.36
firm-v2-001136,admin_professional_belt,logistics_services,small,b2b_field_and_flow_operators,68.97,61.44,56.58,60.75
firm-v2-001137,outer_commuter_belt,food_service,micro,b2b_frontline_micro_operators,22.29,25.76,40.27,37.13
firm-v2-001138,admin_professional_belt,growth_services,medium,b2b_knowledge_and_admin_smes,99.6,100.0,80.84,91.65
firm-v2-001139,core_colombo,logistics_services,small,b2b_field_and_flow_operators,67.23,60.24,56.15,59.93
firm-v2-001140,core_colombo,personal_services,micro,b2b_frontline_micro_operators,32.24,35.36,53.66,42.97
firm-v2-001141,outer_commuter_belt,food_service,micro,b2b_frontline_micro_operators,22.29,25.76,40.27,37.13
firm-v2-001142,outer_commuter_belt,tourism_hospitality,small,b2b_consumer_service_smes,47.28,50.64,59.26,57.5
firm-v2-001143,core_colombo,retail_trade,micro,b2b_frontline_micro_operators,40.24,35.36,43.76,44.85
firm-v2-001144,core_colombo,professional_services,small,b2b_knowledge_and_admin_smes,81.87,82.24,74.41,70.63
firm-v2-001145,core_colombo,wholesale_distribution,small,b2b_field_and_flow_operators,65.23,60.24,56.15,59.37
firm-v2-001146,outer_commuter_belt,growth_services,medium,b2b_knowledge_and_admin_smes,84.15,91.28,76.98,84.88
firm-v2-001147,outer_commuter_belt,wholesale_distribution,small,b2b_field_and_flow_operators,51.28,50.64,52.66,52.78
firm-v2-001148,core_colombo,logistics_services,small,b2b_field_and_flow_operators,67.23,60.24,56.15,59.93
firm-v2-001149,east_growth_corridor,tourism_hospitality,small,b2b_consumer_service_smes,54.25,55.44,61.0,60.79
firm-v2-001150,outer_commuter_belt,healthcare_services,small,b2b_service_admin_clusters,63.28,50.64,63.66,61.94
firm-v2-001151,south_west_suburban,professional_services,small,b2b_knowledge_and_admin_smes,73.15,76.24,72.23,66.51
firm-v2-001152,core_colombo,wholesale_distribution,small,b2b_field_and_flow_operators,65.23,60.24,56.15,59.37
firm-v2-001153,south_west_suburban,light_manufacturing,micro,b2b_workshop_manufacturing,29.52,29.36,35.08,29.37
firm-v2-001154,core_colombo,growth_services,medium,b2b_knowledge_and_admin_smes,98.0,100.0,80.44,91.2
firm-v2-001155,outer_commuter_belt,healthcare_services,small,b2b_service_admin_clusters,63.28,50.64,63.66,61.94
firm-v2-001156,core_colombo,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,90.19,84.88,79.99,79.18
firm-v2-001157,east_growth_corridor,real_estate_services,micro,b2b_general_local_smes,39.91,52.56,55.88,50.05
firm-v2-001158,admin_professional_belt,healthcare_services,small,b2b_service_admin_clusters,78.97,61.44,67.58,69.35
firm-v2-001159,core_colombo,real_estate_services,micro,b2b_general_local_smes,46.88,57.36,57.62,53.35
firm-v2-001160,east_growth_corridor,retail_trade,micro,b2b_frontline_micro_operators,33.27,30.56,42.02,41.55
firm-v2-001161,outer_commuter_belt,wholesale_distribution,small,b2b_field_and_flow_operators,51.28,50.64,52.66,52.78
firm-v2-001162,south_west_suburban,professional_services,small,b2b_knowledge_and_admin_smes,73.15,76.24,72.23,66.51
firm-v2-001163,core_colombo,growth_services,medium,b2b_knowledge_and_admin_smes,98.0,100.0,80.44,91.2
firm-v2-001164,east_growth_corridor,healthcare_services,small,b2b_service_admin_clusters,70.25,55.44,65.4,65.23
firm-v2-001165,outer_commuter_belt,growth_services,medium,b2b_knowledge_and_admin_smes,84.15,91.28,76.98,84.88
firm-v2-001166,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-001167,outer_commuter_belt,personal_services,micro,b2b_frontline_micro_operators,18.29,25.76,50.17,36.37
firm-v2-001168,core_colombo,professional_services,small,b2b_knowledge_and_admin_smes,81.87,82.24,74.41,70.63
firm-v2-001169,outer_commuter_belt,education_services,small,b2b_service_admin_clusters,57.28,50.64,62.56,60.22
firm-v2-001170,core_colombo,light_manufacturing,micro,b2b_workshop_manufacturing,38.24,35.36,37.26,33.49
firm-v2-001171,outer_commuter_belt,personal_services,micro,b2b_frontline_micro_operators,18.29,25.76,50.17,36.37
firm-v2-001172,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-001173,admin_professional_belt,education_services,small,b2b_service_admin_clusters,72.97,61.44,66.48,67.63
firm-v2-001174,admin_professional_belt,retail_trade,micro,b2b_frontline_micro_operators,41.99,36.56,44.2,45.67
firm-v2-001175,outer_commuter_belt,retail_trade,small,b2b_consumer_service_smes,49.28,50.64,57.06,57.98
firm-v2-001176,south_west_suburban,education_services,small,b2b_service_admin_clusters,62.51,54.24,63.87,62.69
firm-v2-001177,outer_commuter_belt,personal_services,micro,b2b_frontline_micro_operators,18.29,25.76,50.17,36.37
firm-v2-001178,core_colombo,education_services,small,b2b_service_admin_clusters,71.23,60.24,66.05,66.81
firm-v2-001179,outer_commuter_belt,logistics_services,small,b2b_field_and_flow_operators,53.28,50.64,52.66,53.34
firm-v2-001180,south_west_suburban,tourism_hospitality,small,b2b_consumer_service_smes,52.51,54.24,60.57,59.97
firm-v2-001181,core_colombo,construction_contractors,small,b2b_field_and_flow_operators,59.23,60.24,52.21,57.57
firm-v2-001182,south_west_suburban,wholesale_distribution,small,b2b_field_and_flow_operators,56.51,54.24,53.97,55.25
firm-v2-001183,south_west_suburban,growth_services,medium,b2b_knowledge_and_admin_smes,89.39,94.88,78.29,87.36
firm-v2-001184,south_west_suburban,retail_trade,small,b2b_consumer_service_smes,54.51,54.24,58.37,60.45
firm-v2-001185,admin_professional_belt,real_estate_services,micro,b2b_general_local_smes,48.63,58.56,58.06,54.17
firm-v2-001186,outer_commuter_belt,food_service,micro,b2b_frontline_micro_operators,22.29,25.76,40.27,37.13
firm-v2-001187,core_colombo,retail_trade,small,b2b_consumer_service_smes,63.23,60.24,60.55,64.57
firm-v2-001188,south_west_suburban,education_services,small,b2b_service_admin_clusters,62.51,54.24,63.87,62.69
firm-v2-001189,south_west_suburban,professional_services,small,b2b_knowledge_and_admin_smes,73.15,76.24,72.23,66.51
firm-v2-001190,outer_commuter_belt,professional_services,small,b2b_knowledge_and_admin_smes,67.92,72.64,70.92,64.04
firm-v2-001191,south_west_suburban,wholesale_distribution,small,b2b_field_and_flow_operators,56.51,54.24,53.97,55.25
firm-v2-001192,east_growth_corridor,light_manufacturing,micro,b2b_workshop_manufacturing,31.27,30.56,35.52,30.19
firm-v2-001193,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-001194,south_west_suburban,construction_contractors,small,b2b_field_and_flow_operators,50.51,54.24,50.03,53.45
firm-v2-001195,outer_commuter_belt,logistics_services,small,b2b_field_and_flow_operators,53.28,50.64,52.66,53.34
firm-v2-001196,east_growth_corridor,food_service,micro,b2b_frontline_micro_operators,29.27,30.56,42.02,40.43
firm-v2-001197,core_colombo,real_estate_services,micro,b2b_general_local_smes,46.88,57.36,57.62,53.35
firm-v2-001198,core_colombo,professional_services,small,b2b_knowledge_and_admin_smes,81.87,82.24,74.41,70.63
firm-v2-001199,outer_commuter_belt,professional_services,small,b2b_knowledge_and_admin_smes,67.92,72.64,70.92,64.04
firm-v2-001200,core_colombo,construction_contractors,small,b2b_field_and_flow_operators,59.23,60.24,52.21,57.57
